# owner	name	descriptor	static	template	dataArg	slot	callbacks	resultSlot
# Collection, Map, Queue and views
java/util/NavigableMap	ceilingKey	(Ljava/lang/Object;)Ljava/lang/Object;	false	LOAD	-	MAP_KEY	-	-
java/util/NavigableMap	higherKey	(Ljava/lang/Object;)Ljava/lang/Object;	false	LOAD	-	MAP_KEY	-	-
java/util/ListIterator	previous	()Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/Enumeration	nextElement	()Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/ArrayList	<init>	()V	false	NO_OP	-	-	-	-
java/util/ArrayList	add	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/ArrayList	get	(I)Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/ArrayList	set	(ILjava/lang/Object;)Ljava/lang/Object;	false	STORE	1	COLLECTION_ELEMENT	-	-
java/util/LinkedList	<init>	()V	false	NO_OP	-	-	-	-
java/util/LinkedList	add	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/LinkedList	get	(I)Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/LinkedList	offer	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/LinkedList	poll	()Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/HashMap	<init>	()V	false	NO_OP	-	-	-	-
java/util/HashMap	put	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	false	MAP_STORE	-	-	-	-
java/util/HashMap	get	(Ljava/lang/Object;)Ljava/lang/Object;	false	LOAD	-	MAP_VALUE	-	-
java/util/HashMap	computeIfAbsent	(Ljava/lang/Object;Ljava/util/function/Function;)Ljava/lang/Object;	false	CALLBACK_RESULT	0	MAP_KEY	1@java/util/function/Function#apply#(Ljava/lang/Object;)Ljava/lang/Object;#INTERFACE@arg:0	MAP_VALUE
java/util/LinkedHashMap	<init>	()V	false	NO_OP	-	-	-	-
java/util/LinkedHashMap	get	(Ljava/lang/Object;)Ljava/lang/Object;	false	LOAD	-	MAP_VALUE	-	-
java/util/TreeMap	<init>	()V	false	NO_OP	-	-	-	-
java/util/TreeMap	put	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	false	MAP_STORE	-	-	-	-
java/util/TreeMap	get	(Ljava/lang/Object;)Ljava/lang/Object;	false	LOAD	-	MAP_VALUE	-	-
java/util/HashSet	<init>	()V	false	NO_OP	-	-	-	-
java/util/HashSet	add	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/LinkedHashSet	<init>	()V	false	NO_OP	-	-	-	-
java/util/TreeSet	<init>	()V	false	NO_OP	-	-	-	-
java/util/TreeSet	add	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/ArrayDeque	<init>	()V	false	NO_OP	-	-	-	-
java/util/ArrayDeque	offer	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/ArrayDeque	poll	()Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/PriorityQueue	<init>	()V	false	NO_OP	-	-	-	-
java/util/PriorityQueue	offer	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/PriorityQueue	poll	()Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/Vector	<init>	()V	false	NO_OP	-	-	-	-
java/util/Vector	add	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/Vector	get	(I)Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/Stack	push	(Ljava/lang/Object;)Ljava/lang/Object;	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/Stack	pop	()Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/Hashtable	put	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	false	MAP_STORE	-	-	-	-
java/util/Hashtable	get	(Ljava/lang/Object;)Ljava/lang/Object;	false	LOAD	-	MAP_VALUE	-	-
java/util/Properties	setProperty	(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/Object;	false	MAP_STORE	-	-	-	-
java/util/Properties	getProperty	(Ljava/lang/String;)Ljava/lang/String;	false	LOAD	-	MAP_VALUE	-	-
java/util/IdentityHashMap	put	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	false	MAP_STORE	-	-	-	-
java/util/IdentityHashMap	get	(Ljava/lang/Object;)Ljava/lang/Object;	false	LOAD	-	MAP_VALUE	-	-
java/util/WeakHashMap	put	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	false	MAP_STORE	-	-	-	-
java/util/WeakHashMap	get	(Ljava/lang/Object;)Ljava/lang/Object;	false	LOAD	-	MAP_VALUE	-	-
java/util/concurrent/ConcurrentMap	putIfAbsent	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	false	MAP_STORE	-	-	-	-
java/util/concurrent/ConcurrentMap	computeIfAbsent	(Ljava/lang/Object;Ljava/util/function/Function;)Ljava/lang/Object;	false	CALLBACK_RESULT	0	MAP_KEY	1@java/util/function/Function#apply#(Ljava/lang/Object;)Ljava/lang/Object;#INTERFACE@arg:0	MAP_VALUE
java/util/concurrent/ConcurrentHashMap	<init>	()V	false	NO_OP	-	-	-	-
java/util/concurrent/ConcurrentHashMap	put	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	false	MAP_STORE	-	-	-	-
java/util/concurrent/ConcurrentHashMap	get	(Ljava/lang/Object;)Ljava/lang/Object;	false	LOAD	-	MAP_VALUE	-	-
java/util/concurrent/ConcurrentHashMap	computeIfAbsent	(Ljava/lang/Object;Ljava/util/function/Function;)Ljava/lang/Object;	false	CALLBACK_RESULT	0	MAP_KEY	1@java/util/function/Function#apply#(Ljava/lang/Object;)Ljava/lang/Object;#INTERFACE@arg:0	MAP_VALUE
java/util/concurrent/ConcurrentSkipListMap	put	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	false	MAP_STORE	-	-	-	-
java/util/concurrent/ConcurrentSkipListMap	get	(Ljava/lang/Object;)Ljava/lang/Object;	false	LOAD	-	MAP_VALUE	-	-
java/util/concurrent/ConcurrentSkipListSet	add	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/concurrent/CopyOnWriteArrayList	add	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/concurrent/CopyOnWriteArrayList	get	(I)Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/concurrent/CopyOnWriteArraySet	add	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/concurrent/ConcurrentLinkedQueue	offer	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/concurrent/ConcurrentLinkedQueue	poll	()Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/concurrent/BlockingQueue	put	(Ljava/lang/Object;)V	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/concurrent/BlockingQueue	take	()Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/concurrent/ArrayBlockingQueue	offer	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/concurrent/ArrayBlockingQueue	poll	()Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/concurrent/LinkedBlockingQueue	offer	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/concurrent/LinkedBlockingQueue	poll	()Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/concurrent/PriorityBlockingQueue	offer	(Ljava/lang/Object;)Z	false	STORE	0	COLLECTION_ELEMENT	-	-
java/util/concurrent/PriorityBlockingQueue	poll	()Ljava/lang/Object;	false	LOAD	-	COLLECTION_ELEMENT	-	-
java/util/Collections	emptyList	()Ljava/util/List;	true	RETURN_NEW	-	-	-	-
java/util/Collections	singletonList	(Ljava/lang/Object;)Ljava/util/List;	true	STORE_RETURN_NEW	0	COLLECTION_ELEMENT	-	-
java/util/Collections	singleton	(Ljava/lang/Object;)Ljava/util/Set;	true	STORE_RETURN_NEW	0	COLLECTION_ELEMENT	-	-
java/util/Collections	singletonMap	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/util/Map;	true	MAP_STORE_RETURN_NEW	-	-	-	-
java/util/Collections	unmodifiableList	(Ljava/util/List;)Ljava/util/List;	true	RETURN_ARG	0	-	-	-
java/util/Collections	unmodifiableMap	(Ljava/util/Map;)Ljava/util/Map;	true	RETURN_ARG	0	-	-	-

# BaseStream, primitive streams and primitive Optional variants
java/util/stream/BaseStream	iterator	()Ljava/util/Iterator;	false	RETURN_NEW	-	-	-	-
java/util/stream/BaseStream	sequential	()Ljava/util/stream/BaseStream;	false	RETURN_THIS	-	-	-	-
java/util/stream/BaseStream	parallel	()Ljava/util/stream/BaseStream;	false	RETURN_THIS	-	-	-	-
java/util/stream/BaseStream	close	()V	false	NO_OP	-	-	-	-
java/util/stream/IntStream	empty	()Ljava/util/stream/IntStream;	true	RETURN_NEW	-	-	-	-
java/util/stream/IntStream	of	(I)Ljava/util/stream/IntStream;	true	RETURN_NEW	-	-	-	-
java/util/stream/IntStream	filter	(Ljava/util/function/IntPredicate;)Ljava/util/stream/IntStream;	false	CALLBACK_THIS	-	-	0@java/util/function/IntPredicate#test#(I)Z#INTERFACE@zero	-
java/util/stream/IntStream	map	(Ljava/util/function/IntUnaryOperator;)Ljava/util/stream/IntStream;	false	CALLBACK_NEW	-	-	0@java/util/function/IntUnaryOperator#applyAsInt#(I)I#INTERFACE@zero	-
java/util/stream/IntStream	mapToObj	(Ljava/util/function/IntFunction;)Ljava/util/stream/Stream;	false	CALLBACK_NEW	-	-	0@java/util/function/IntFunction#apply#(I)Ljava/lang/Object;#INTERFACE@zero	STREAM_ELEMENT
java/util/stream/IntStream	forEach	(Ljava/util/function/IntConsumer;)V	false	CALLBACK_VOID	-	-	0@java/util/function/IntConsumer#accept#(I)V#INTERFACE@zero	-
java/util/stream/LongStream	empty	()Ljava/util/stream/LongStream;	true	RETURN_NEW	-	-	-	-
java/util/stream/LongStream	of	(J)Ljava/util/stream/LongStream;	true	RETURN_NEW	-	-	-	-
java/util/stream/LongStream	filter	(Ljava/util/function/LongPredicate;)Ljava/util/stream/LongStream;	false	CALLBACK_THIS	-	-	0@java/util/function/LongPredicate#test#(J)Z#INTERFACE@zero	-
java/util/stream/LongStream	mapToObj	(Ljava/util/function/LongFunction;)Ljava/util/stream/Stream;	false	CALLBACK_NEW	-	-	0@java/util/function/LongFunction#apply#(J)Ljava/lang/Object;#INTERFACE@zero	STREAM_ELEMENT
java/util/stream/LongStream	forEach	(Ljava/util/function/LongConsumer;)V	false	CALLBACK_VOID	-	-	0@java/util/function/LongConsumer#accept#(J)V#INTERFACE@zero	-
java/util/stream/DoubleStream	empty	()Ljava/util/stream/DoubleStream;	true	RETURN_NEW	-	-	-	-
java/util/stream/DoubleStream	of	(D)Ljava/util/stream/DoubleStream;	true	RETURN_NEW	-	-	-	-
java/util/stream/DoubleStream	filter	(Ljava/util/function/DoublePredicate;)Ljava/util/stream/DoubleStream;	false	CALLBACK_THIS	-	-	0@java/util/function/DoublePredicate#test#(D)Z#INTERFACE@zero	-
java/util/stream/DoubleStream	mapToObj	(Ljava/util/function/DoubleFunction;)Ljava/util/stream/Stream;	false	CALLBACK_NEW	-	-	0@java/util/function/DoubleFunction#apply#(D)Ljava/lang/Object;#INTERFACE@zero	STREAM_ELEMENT
java/util/stream/DoubleStream	forEach	(Ljava/util/function/DoubleConsumer;)V	false	CALLBACK_VOID	-	-	0@java/util/function/DoubleConsumer#accept#(D)V#INTERFACE@zero	-
java/util/OptionalInt	empty	()Ljava/util/OptionalInt;	true	RETURN_NEW	-	-	-	-
java/util/OptionalInt	of	(I)Ljava/util/OptionalInt;	true	RETURN_NEW	-	-	-	-
java/util/OptionalInt	getAsInt	()I	false	NO_OP	-	-	-	-
java/util/OptionalInt	ifPresent	(Ljava/util/function/IntConsumer;)V	false	CALLBACK_VOID	-	-	0@java/util/function/IntConsumer#accept#(I)V#INTERFACE@zero	-
java/util/OptionalLong	ifPresent	(Ljava/util/function/LongConsumer;)V	false	CALLBACK_VOID	-	-	0@java/util/function/LongConsumer#accept#(J)V#INTERFACE@zero	-
java/util/OptionalDouble	ifPresent	(Ljava/util/function/DoubleConsumer;)V	false	CALLBACK_VOID	-	-	0@java/util/function/DoubleConsumer#accept#(D)V#INTERFACE@zero	-

# Text utilities and general values
java/util/StringJoiner	<init>	(Ljava/lang/CharSequence;)V	false	NO_OP	-	-	-	-
java/util/StringJoiner	add	(Ljava/lang/CharSequence;)Ljava/util/StringJoiner;	false	RETURN_THIS	-	-	-	-
java/util/StringJoiner	toString	()Ljava/lang/String;	false	RETURN_NEW	-	-	-	-
java/util/Formatter	format	(Ljava/lang/String;[Ljava/lang/Object;)Ljava/util/Formatter;	false	RETURN_THIS	-	-	-	-
java/util/Scanner	next	()Ljava/lang/String;	false	RETURN_NEW	-	-	-	-
java/util/Scanner	nextLine	()Ljava/lang/String;	false	RETURN_NEW	-	-	-	-
java/util/regex/Pattern	split	(Ljava/lang/CharSequence;)[Ljava/lang/String;	false	RETURN_NEW	-	-	-	-
java/util/Objects	compare	(Ljava/lang/Object;Ljava/lang/Object;Ljava/util/Comparator;)I	true	CALLBACK_VOID	-	-	2@java/util/Comparator#compare#(Ljava/lang/Object;Ljava/lang/Object;)I#INTERFACE@arg:0,arg:1	-
java/lang/Integer	valueOf	(I)Ljava/lang/Integer;	true	RETURN_NEW	-	-	-	-
java/lang/Integer	parseInt	(Ljava/lang/String;)I	true	NO_OP	-	-	-	-
java/lang/Long	valueOf	(J)Ljava/lang/Long;	true	RETURN_NEW	-	-	-	-
java/lang/Long	parseLong	(Ljava/lang/String;)J	true	NO_OP	-	-	-	-
java/lang/Boolean	valueOf	(Z)Ljava/lang/Boolean;	true	RETURN_NEW	-	-	-	-
java/util/Random	nextInt	(I)I	false	NO_OP	-	-	-	-
java/util/concurrent/ThreadLocalRandom	current	()Ljava/util/concurrent/ThreadLocalRandom;	true	RETURN_NEW	-	-	-	-
java/util/Currency	getInstance	(Ljava/lang/String;)Ljava/util/Currency;	true	RETURN_NEW	-	-	-	-

# Additional date and time contracts
java/time/Clock	systemUTC	()Ljava/time/Clock;	true	RETURN_NEW	-	-	-	-
java/time/Clock	instant	()Ljava/time/Instant;	false	RETURN_NEW	-	-	-	-
java/time/LocalTime	now	()Ljava/time/LocalTime;	true	RETURN_NEW	-	-	-	-
java/time/LocalTime	of	(II)Ljava/time/LocalTime;	true	RETURN_NEW	-	-	-	-
java/time/OffsetDateTime	now	()Ljava/time/OffsetDateTime;	true	RETURN_NEW	-	-	-	-
java/time/OffsetTime	now	()Ljava/time/OffsetTime;	true	RETURN_NEW	-	-	-	-
java/time/ZoneId	of	(Ljava/lang/String;)Ljava/time/ZoneId;	true	RETURN_NEW	-	-	-	-
java/time/ZoneOffset	of	(Ljava/lang/String;)Ljava/time/ZoneOffset;	true	RETURN_NEW	-	-	-	-
java/time/Year	of	(I)Ljava/time/Year;	true	RETURN_NEW	-	-	-	-
java/time/YearMonth	of	(II)Ljava/time/YearMonth;	true	RETURN_NEW	-	-	-	-
java/time/MonthDay	of	(II)Ljava/time/MonthDay;	true	RETURN_NEW	-	-	-	-
java/time/format/DateTimeFormatter	ofPattern	(Ljava/lang/String;)Ljava/time/format/DateTimeFormatter;	true	RETURN_NEW	-	-	-	-
java/time/format/DateTimeFormatter	parse	(Ljava/lang/CharSequence;Ljava/time/temporal/TemporalQuery;)Ljava/lang/Object;	false	CALLBACK_RESULT	-	-	1@java/time/temporal/TemporalQuery#queryFrom#(Ljava/time/temporal/TemporalAccessor;)Ljava/lang/Object;#INTERFACE@null	-
java/util/Calendar	getTime	()Ljava/util/Date;	false	RETURN_NEW	-	-	-	-
java/util/TimeZone	getTimeZone	(Ljava/lang/String;)Ljava/util/TimeZone;	true	RETURN_NEW	-	-	-	-
java/text/DateFormat	parse	(Ljava/lang/String;)Ljava/util/Date;	false	RETURN_NEW	-	-	-	-
java/text/SimpleDateFormat	<init>	(Ljava/lang/String;)V	false	NO_OP	-	-	-	-

# Additional concurrency, locks and asynchronous execution
java/util/concurrent/locks/Condition	await	()V	false	NO_OP	-	-	-	-
java/util/concurrent/locks/Condition	signal	()V	false	NO_OP	-	-	-	-
java/util/concurrent/locks/Condition	signalAll	()V	false	NO_OP	-	-	-	-
java/util/concurrent/locks/ReentrantReadWriteLock	<init>	()V	false	NO_OP	-	-	-	-
java/util/concurrent/locks/ReentrantReadWriteLock	readLock	()Ljava/util/concurrent/locks/ReentrantReadWriteLock$ReadLock;	false	RETURN_NEW	-	-	-	-
java/util/concurrent/locks/ReentrantReadWriteLock	writeLock	()Ljava/util/concurrent/locks/ReentrantReadWriteLock$WriteLock;	false	RETURN_NEW	-	-	-	-
java/util/concurrent/locks/StampedLock	readLock	()J	false	NO_OP	-	-	-	-
java/util/concurrent/locks/StampedLock	writeLock	()J	false	NO_OP	-	-	-	-
java/util/concurrent/locks/StampedLock	unlockRead	(J)V	false	NO_OP	-	-	-	-
java/util/concurrent/locks/StampedLock	unlockWrite	(J)V	false	NO_OP	-	-	-	-
java/util/concurrent/ScheduledExecutorService	schedule	(Ljava/lang/Runnable;JLjava/util/concurrent/TimeUnit;)Ljava/util/concurrent/ScheduledFuture;	false	CALLBACK_NEW	-	-	0@java/lang/Runnable#run#()V#INTERFACE@-	-
java/util/concurrent/ScheduledExecutorService	schedule	(Ljava/util/concurrent/Callable;JLjava/util/concurrent/TimeUnit;)Ljava/util/concurrent/ScheduledFuture;	false	CALLBACK_NEW	-	-	0@java/util/concurrent/Callable#call#()Ljava/lang/Object;#INTERFACE@-	FUTURE_RESULT
java/util/concurrent/CompletionStage	thenApply	(Ljava/util/function/Function;)Ljava/util/concurrent/CompletionStage;	false	CALLBACK_NEW	-	-	0@java/util/function/Function#apply#(Ljava/lang/Object;)Ljava/lang/Object;#INTERFACE@slot:FUTURE_RESULT	FUTURE_RESULT
java/util/concurrent/CompletionStage	thenAccept	(Ljava/util/function/Consumer;)Ljava/util/concurrent/CompletionStage;	false	CALLBACK_NEW	-	-	0@java/util/function/Consumer#accept#(Ljava/lang/Object;)V#INTERFACE@slot:FUTURE_RESULT	-
java/util/concurrent/ForkJoinPool	submit	(Ljava/util/concurrent/Callable;)Ljava/util/concurrent/ForkJoinTask;	false	CALLBACK_NEW	-	-	0@java/util/concurrent/Callable#call#()Ljava/lang/Object;#INTERFACE@-	FUTURE_RESULT
java/util/concurrent/ForkJoinTask	fork	()Ljava/util/concurrent/ForkJoinTask;	false	RETURN_THIS	-	-	-	-
java/util/concurrent/ForkJoinTask	join	()Ljava/lang/Object;	false	LOAD	-	FUTURE_RESULT	-	-
java/lang/ThreadLocal	withInitial	(Ljava/util/function/Supplier;)Ljava/lang/ThreadLocal;	true	CALLBACK_NEW	-	-	0@java/util/function/Supplier#get#()Ljava/lang/Object;#INTERFACE@-	THREAD_LOCAL_VALUE
java/lang/InheritableThreadLocal	get	()Ljava/lang/Object;	false	LOAD	-	THREAD_LOCAL_VALUE	-	-
java/lang/InheritableThreadLocal	set	(Ljava/lang/Object;)V	false	STORE	0	THREAD_LOCAL_VALUE	-	-
java/util/concurrent/atomic/AtomicReference	compareAndSet	(Ljava/lang/Object;Ljava/lang/Object;)Z	false	STORE	1	ATOMIC_VALUE	-	-
java/util/concurrent/atomic/LongAdder	add	(J)V	false	NO_OP	-	-	-	-
java/util/concurrent/atomic/LongAdder	sum	()J	false	NO_OP	-	-	-	-
java/util/concurrent/Phaser	arrive	()I	false	NO_OP	-	-	-	-
java/util/concurrent/Phaser	awaitAdvance	(I)I	false	NO_OP	-	-	-	-

# Additional I/O, NIO, resource, networking and compression contracts
java/io/InputStream	read	()I	false	NO_OP	-	-	-	-
java/io/InputStream	close	()V	false	NO_OP	-	-	-	-
java/io/OutputStream	write	(I)V	false	NO_OP	-	-	-	-
java/io/OutputStream	close	()V	false	NO_OP	-	-	-	-
java/io/Reader	close	()V	false	NO_OP	-	-	-	-
java/io/Writer	close	()V	false	NO_OP	-	-	-	-
java/io/File	<init>	(Ljava/lang/String;)V	false	NO_OP	-	-	-	-
java/io/File	toPath	()Ljava/nio/file/Path;	false	RETURN_NEW	-	-	-	-
java/io/File	listFiles	()[Ljava/io/File;	false	RETURN_NEW	-	-	-	-
java/io/RandomAccessFile	<init>	(Ljava/lang/String;Ljava/lang/String;)V	false	NO_OP	-	-	-	-
java/nio/file/Files	newInputStream	(Ljava/nio/file/Path;[Ljava/nio/file/OpenOption;)Ljava/io/InputStream;	true	RETURN_NEW	-	-	-	-
java/nio/file/Files	newOutputStream	(Ljava/nio/file/Path;[Ljava/nio/file/OpenOption;)Ljava/io/OutputStream;	true	RETURN_NEW	-	-	-	-
java/nio/file/Files	newDirectoryStream	(Ljava/nio/file/Path;Ljava/nio/file/DirectoryStream$Filter;)Ljava/nio/file/DirectoryStream;	true	CALLBACK_NEW	-	-	1@java/nio/file/DirectoryStream$Filter#accept#(Ljava/lang/Object;)Z#INTERFACE@arg:0	-
java/nio/Buffer	clear	()Ljava/nio/Buffer;	false	RETURN_THIS	-	-	-	-
java/nio/Buffer	flip	()Ljava/nio/Buffer;	false	RETURN_THIS	-	-	-	-
java/nio/Buffer	rewind	()Ljava/nio/Buffer;	false	RETURN_THIS	-	-	-	-
java/nio/channels/ReadableByteChannel	read	(Ljava/nio/ByteBuffer;)I	false	STORE	0	BYTE_BUFFER	-	-
java/nio/channels/WritableByteChannel	write	(Ljava/nio/ByteBuffer;)I	false	STORE	0	BYTE_BUFFER	-	-
java/nio/channels/Channel	close	()V	false	NO_OP	-	-	-	-
java/nio/charset/Charset	decode	(Ljava/nio/ByteBuffer;)Ljava/nio/CharBuffer;	false	RETURN_NEW	-	-	-	-
java/nio/charset/CharsetEncoder	encode	(Ljava/nio/CharBuffer;)Ljava/nio/ByteBuffer;	false	RETURN_NEW	-	-	-	-
java/nio/charset/CharsetDecoder	decode	(Ljava/nio/ByteBuffer;)Ljava/nio/CharBuffer;	false	RETURN_NEW	-	-	-	-
java/net/InetAddress	getByName	(Ljava/lang/String;)Ljava/net/InetAddress;	true	RETURN_NEW	-	-	-	-
java/net/URLConnection	getOutputStream	()Ljava/io/OutputStream;	false	RETURN_NEW	-	-	-	-
java/util/zip/ZipInputStream	getNextEntry	()Ljava/util/zip/ZipEntry;	false	RETURN_NEW	-	-	-	-
java/util/zip/ZipOutputStream	putNextEntry	(Ljava/util/zip/ZipEntry;)V	false	NO_OP	-	-	-	-
java/util/zip/ZipFile	entries	()Ljava/util/Enumeration;	false	RETURN_NEW	-	-	-	-
java/util/jar/JarFile	entries	()Ljava/util/Enumeration;	false	RETURN_NEW	-	-	-	-
